reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
bd7d3bd0-974c-4827-926d-cab635b605be,Kurnia Wan,https://play-lh.googleusercontent.com/a-/ALV-UjWc46ldRkQtA_XRCzWfb5WNwkFXmjIuMwfirEWP7l02vQqdRY7q,"Ayolah, aplikasi pelayanan untuk menyenangkan pembeli. Kalo tujuan apk ini kayak itu, kenapa error terus, saya daftar ke premium pilihannya gak bisa di pencet, pas saya daftar ke basic juga error, udah saya centang tapi gak masuk. Perbaiki aplikasinya saya juga ingin berpergian",2,191,6.4.1,2024-04-01 13:37:57,,,6.4.1
efbf9427-31b9-4986-bd64-552d6e0343e3,Tatum Mayora Bilqies,https://play-lh.googleusercontent.com/a-/ALV-UjXgSI3FwTCdyfBLYyFYzoTC78R2djDkdjULPKHOAhhXf1lFvCyn-A,"Upgrade bukannya malah bagus malah tambah jelek, tiap mau pesen tiket pasti tulisannya jadwal tidak ditemukan giliran udah muncul malah udah habis. Pas mau bayar pake qris juga qr nya gak muncul. Tolong dong perbaiki lagi fiturnya. Dari dulu sampai sekarang gak ada perubahan. Jangan cuma tampilan aplikasinya doang yang diupgrade fiturnya juga tolong diperbaiki!!!!!!!",1,566,6.4.1,2024-04-09 17:31:29,,,6.4.1
5cbe7ddd-0ec4-4323-ac06-b8079134cb0f,Angga Galih Fatimah channel,https://play-lh.googleusercontent.com/a-/ALV-UjXJbv7THQAf_WNGKWCpcWsr4ugznGI8I1p6wQsfnbKV5c3DCOzY,"Jadi sering eror sekarang, periksa koneksi jaringan padahal sinyal bagus dan data ada...pas pake wifi baru bisa..aneh..pas instal aplikasi baru ,baru bisa..dan beberapa hari seperti itu lagi..bosen donload nya..padahal pemesanan enak lewat aplikasi...semoga segera di perbaiki",5,381,6.4.1,2024-04-02 10:20:36,"Hai kak, pastikan menggunakan jaringan yang stabil dan versi terbaru, dan pastikan tidak menggunakan jaringan VPN, terima kasih.",2024-04-02 07:35:34,6.4.1
522d8fa2-b8bc-42d0-a049-ed677e9406cc,Christine Ellen,https://play-lh.googleusercontent.com/a-/ALV-UjVP2Jv5xT5QSpJN-23VR0EvweTBPEdpyiqRAt03DHc4Hz7sap48,"Saya lebih suka yang versi lama, versi baru ini tidak mempermudah tetapi malah mempersulit sekali menurut saya, saya sudah tungguin sampai jam 12 malam setiap beberapa menit sekali saya coba cek tetapi malah tidak muncul tiketnya, saya tunggu sampai jam set 1 lah malah sudah habis tiketnya, hal ini sangat mengecewakan sekali dengan KAI sekarang lebih sulit. Hp udah di refresh terus sampai pakai paket data atau WiFi tetep gak bisa. Padahal sudah banyak komplain tapi gak ada perubahan. Aneh skli!!",1,150,6.4.1,2024-04-06 06:46:30,,,6.4.1
fb795c0e-5a8e-4ee7-bb92-cabaa54ed175,Ayu Rista,https://play-lh.googleusercontent.com/a-/ALV-UjWQLXdPe2TQFq-6SSyGYCuDF7p1CTIS6sZxazzCPy2b77JLhdqK,"Tolong ditingkatkan lagi min, saat proses pembayaran dalam proses selalu otomatis batal dan dana entah hilang kemana, tidak ada refund meskipun setelah sebulan setelah transaksi Ini sudah terjadi ketiga kalinya, sudah contact cs via email/ig tidak ada tanggapan sama sekali",2,72,6.4.1,2024-04-06 21:03:28,,,6.4.1
58966048-d3fa-4283-b84f-78e61d5f5b2f,daniel herdian,https://play-lh.googleusercontent.com/a-/ALV-UjWgH_TK6IDR3rUxyxvhsequzjKfECW2c9g9hHrEvnXWY4UFnso,"ada pilihan untuk daftar MAPCLUB , tapi setelah dipencet malah gabisa daftar , masa gabisa ngisi provinsi sama kota , trus gabisa di submit pula . kan aneh 🤣 jadi tolong kalau mau bikin aplikasi itu di running test dulu jangan langsung di update aja . percuma donk ada opsional tp gabisa digunakan .",5,345,6.4.1,2024-04-16 09:59:54,,,6.4.1
206357ef-0bfc-4aed-868c-e63827924cc7,Nisaa Kamila,https://play-lh.googleusercontent.com/a/ACg8ocK8Jucu7ygiDyPxsWvH1Ot4cEreQ7LXtyRgCevnJdTBQckvd3s=mo,"Tolong ditingkatkan kembali terkait beberapa fitur yang ada: 1. top up e-money: saldo masuk setelah 2 jam setelah melakukan pembayaran menggunakan VA, sedangkan setiap pembelian tiket kereta diberikan waktu kurang dari 2 jam untuk pembayaran 2. sesi pada setiap step terlalu sebentar 3. status pembayaran tidak berubah ketika user telah melakukan pembayaran via Qris, status berubah setelah 2 jam (terlalu lama) 4. tidak ada fitur transfer bank untuk mengatasi user kelebihan top up",2,1,6.5.5,2024-06-12 16:59:43,,,6.5.5
902dc661-523f-477e-b76d-9476828e13c6,Aizurahma Zaikir Narilla,https://play-lh.googleusercontent.com/a-/ALV-UjU8d5um1mnTSzN3IwohYOuTq_S8oxBQyqPtMMrA41rjafAiSD-A,"kenapa tiap pesen tiket selalu error?? kalau ga gitu, kadang engga muncul. jadinya, suka telat dan kehabisan tiket. padahal uda begadang tengah malem buat war. sekarang juga lagi error, ada tulisan 'kadaluarsa, tiket sudah habis'. padahal tiketnya buat satu minggu lagi, bukan yang besok bangett. kecewa sih jujur sama nih aplikasi",3,7,6.5.4,2024-05-25 18:04:41,,,6.5.4
351bc8c2-49d9-4c04-b3c4-216b88fd8b81,RUDI HIMAWAN,https://play-lh.googleusercontent.com/a-/ALV-UjVG_5LG7phufZypO-CFaGYoZdttLsYATAehh0v5MbX6bGTOP3UW,"Untuk Pelayanan jasa moda transportasi massal sangat baik dan professional, akantetapi di satu Akses aplikasi KAI tidak bisa meliputi semuanya Terutama di commuter line cikarang manggarai tidak bisa menambah lebih dari satu orang penumpang,terus untuk waktu pembatalan ticket cukup lama Harus nunggu beberapa waktu, ini semua mohon untuk dievaluasi agar semua kedepannya bisa lebih baik lagi untuk dipergunakan semua dalam satu Akses ,..terimakasih Atas Pelayanan nya,...",3,1,6.5.5,2024-06-12 01:25:16,,,6.5.5
85a08a15-fba6-42cc-ae49-0c75bcae633d,Nico Faris Ardyansyah,https://play-lh.googleusercontent.com/a/ACg8ocKdSDymU-NRPG-GuAqwZYVi6CVi1oVjw4eBwzlJ9DCq4CpPOA=mo,"kenapa tidak bisa log in ataupun daftar menggunakan smartphone Xiaomi atau Redmi? selalu berakhir buffering tanpa henti, dicoba berkali-kali pun tetap sama, tapi di smartphone merk lain contohnya samsung, realme langsung bisa. Tolong untuk dibenahi dong KAI🙏",1,137,6.5.2,2024-05-17 13:27:30,,,6.5.2
4c122e2c-513a-4e0b-9ff7-e64a626227ae,intan sondari,https://play-lh.googleusercontent.com/a-/ALV-UjUCiZKubORsTfreaU5M8aMcc0c6_32IuXVk9Cuoj5DLzW0PKhNjdA,"Kecewa udah di perbaharui, aplikasinya malah jadi super lemot. Gak ramah waktu sama sekali, sampe satu jam cuma buat pesen satu tiket, kebanyakan time out, filed . Semoga secepatnya di perbaiki",5,3,6.5.4,2024-05-30 07:30:16,,,6.5.4
6ba433fc-4b2d-4488-b4e7-4a13bb5a268a,Dinda Septiara,https://play-lh.googleusercontent.com/a-/ALV-UjWKp00xAlEdgNZ7Y_F5URQ7KmXa-STCMHDqAarTQffSYu5XReVDsw,"First try coba aplikasi Access tapi malah kecewa sudah install. Login via Gmail malah forced close terus harus balik ulang lagi, padahal koneksi nggak ada masalah. Ketika melengkapi data dan tinggal klik terakhir juga lemot, nggak masuk-masuk. Akhirnya ngulang dari awal sampai capek. Kirim kode OTP pun harus berulang-ulang baru terkirim, harus tunggu lama. Ujung-ujung keki karena tiketnya keburu habis duluan sebelum bisa diproses. Tolong diperbaiki agar customer bisa menikmati layanan dgn baik.",2,4,6.5.5,2024-06-02 17:23:23,,,6.5.5
c915c38a-f7e1-41df-908b-ec3ef621a649,Mohamad Ikhfan,https://play-lh.googleusercontent.com/a-/ALV-UjVgU_965RelhplxYNHMum9IXHiBTx3JuOLe6PDW9Uw4KHnEC0Cc,"Aplikasi khusus pesan tiket saja jangan pesan yang lain. Saya beli token pembayaran sudah sukses tapi di riwayat transaksi ga ada, di komplen ke cs cuma suruh tunggu udh dan ga ada kabar lagi",1,4,6.5.5,2024-06-01 22:23:29,,,6.5.5
e8855e48-517f-4af0-8a97-3450b18b8718,Arief Bamboo,https://play-lh.googleusercontent.com/a-/ALV-UjWeMMkCTRHAYaL9XzP11HwVZDcz4xMvxZCd7OqUUFaXacG9PKJD,"Aplikasi bosok, dlu kai access enak tampilan lama, skrang tampilan baru busukk...time out² sndri anjjng buang waktu, tenaga, kl.mmng blm siap dgn tampilan aplikasi baru gak usah sok²an ganti aplikasi tampilan. Tdk memudahkan tapi mempersulit bli tiket.",1,1,6.5.5,2024-06-06 19:53:53,,,6.5.5
9d6a62a7-5eba-4c31-b2eb-0e8416950059,teguh akbar,https://play-lh.googleusercontent.com/a-/ALV-UjUKLtV6oHmLtOpRvu5V63nr5Iuk2DSo-Ef9YPO0O2IKU7lRdFGZ,"single trip di hilangkan tp aplikasi belom siap kalo topup, udab 20 menit gak masuk saldo nya akhir nya memutuskan beli kartu 40ribu hampir ketinggalan kereta terakhir, mungkin org cerdas bisa pilih vendor aplikasi atau pembayaran yang tepat agar tidak menyusahkan pengguna",1,2,6.5.4,2024-05-24 14:53:23,,,6.5.4
b7ca27e2-1544-4e67-9dd0-fba2ae283841,Rifan aldino,https://play-lh.googleusercontent.com/a-/ALV-UjUR_z10bV_4rNXTPJQML6e0oYvVbM1uvxvxTwe7ghagBnuZMXyd,"Pertama setelah saya download aplikasi ini, terkesan bagus, tapi setelah metode pembayaran kenapa tidak bisa langsung booking tiket trus keluar nomer dan bayar di Indomaret atau alfa...tapi justru mesti pakai konversi dulu ke shopee pay, ovo, atau kaipai, dll.. Saya kasih tau ya sebagian orang ada loh yg gak mau nyimpan uang virtual di aplikasi2 semodel itu. Jadi kaya terkesan bisnis juga sih.. Maaf ya ini cuma pendapat saya aja...tapi mungkin banyak juga yg sependapat dgn saya. Mending naik bis",1,7,6.5.4,2024-05-24 00:50:58,,,6.5.4
31d15ca0-7b6e-4fdf-9d73-2a6f8fce6f73,Awan Adhitya,https://play-lh.googleusercontent.com/a/ACg8ocJayBX9Zj2HBVDkQc4EUu6kyiNPlcfIk76pjUdeppNcUv3q9g=mo,"Aneh sih ya, tiap mau coba registrasi lengkapi data selalu muncul tulisan ""email dan no hp sudah ada terdaftar"". Perasaan belum pernah registrasi kok. Dan kalo sudah ada terdaftar kenapa suruh minta dilengkapi data lagi? TEUING AH RIEUT. Udah enakan pake traveloka aja simple mudah lancar sat set. Tadinya pengen registrasi yg bisa pake sensor wajah",1,4,6.5.4,2024-05-23 01:27:28,,,6.5.4
4c5701d8-7d13-427c-80f3-bd441f6bdd01,Berlin WG,https://play-lh.googleusercontent.com/a-/ALV-UjWUxe6WnCC-RUnE2F0WYFONL0Ae6rOBAvn1OuPsQQc4o0S9EhU,"Kalau nggak update, akun langsung terkunci. Karena lupa password, mengajukan ganti password dan itupun susah karena aplikasi nutup sendiri, membuat kode otp ganti lagi. Setelah akhirnya berhasil eh nggak bisa diakses dengan alasan terlalu banyak permintaan, harus nunggu satu jam. Repot banget sih mau beli tiket kereta aja :(",3,3,6.5.4,2024-05-27 10:38:51,,,6.5.4
dc3049ed-d5ed-4ed0-b391-d8f340d57f1c,Paijo Paijo,https://play-lh.googleusercontent.com/a/ACg8ocKeBVfuUlu-WnMc3XcRk7p8_6YLpyfeex5V7idi-im3vK8Xrg=mo,"Apa ada yg salah yaa,, setelah isi data penumpang, mau ke menu pilih kursi error',,waktu habis kadaluwara,silahkan ulangi lagi,, di ulang masih tetep sama error',,keterangan juga sama,, ada yg bisa bantu,,??🙂",1,1,6.5.5,2024-06-05 14:59:09,,,6.5.5
deee130c-55c7-4f8a-b69b-65bbed48fbb4,Van R.,https://play-lh.googleusercontent.com/a-/ALV-UjVW_vLPTT6RsJwuPHGQJjwLLcjsUb1xVk7nHqvz46DkYuzri0QJ,"Maafkan kelancangan saya memberi rating 3, jadi saya selaku pengguna aplikasi ""Acces by KAI"" Saya ingin mengajukan kegangguan karena saat mau menambah metode pembayaran ovo saya mengalami error seperti terjadu kesalahan lalu muncul teks aneh. Mohon untuk memperbaikinya semoga cepat tanggap🙏🙏.",1,1,6.5.5,2024-06-08 05:30:57,,,6.5.5
0a844b9b-19ee-4b40-a278-e183a094e461,riska yunita,https://play-lh.googleusercontent.com/a/ACg8ocLR-gud51WaH2F5lePMC_V19jyz2CrXmYRKkrJJbH4eQhUxAg=mo,"Susah banget buat dapetin tiket waktu long weekend. udah buka aplikasi jam 00.10 .. loading lama banget, trs kebuka tapi muncul ""ups! jadwal tidak ditemukan."" .. coba lagi berkali muncul seperti itu, sampai jam 00.30 .. malah habiiissss ... kenapa siihh ?? ..",1,3,6.5.5,2024-06-05 14:36:57,,,6.5.5
6b77a091-3d62-4369-b390-643c7eed4295,Agung Tirtoyoso,https://play-lh.googleusercontent.com/a/ACg8ocLxuytE4JfaW2VXVOTOqOL2ZRAUFSxmspkI2LEz9LemyDDTqA=mo,"Saya baru isi saldo kai pay, tapi lama sekali masuknya. Saran saya klo bisa ganti pembayaranya jangan ama kaspro. Masak isi saldo 50 di alfa sampe sekarang ga ada keterangan masuknya hampir 5 menit lebih mau pesen tiket telat terus habis itu ga kebagian. Tolonglah di perbaiki masak sekian banyak komplain ga ditanggapi serius.",3,3,6.5.4,2024-05-30 12:54:49,,,6.5.4
fefa9e1a-b475-47a6-9193-1d6a009cb0be,Ega Novianti,https://play-lh.googleusercontent.com/a/ACg8ocKzGbhwt0Y_qrSm8oAAmBdhC50OThvTtiiF9vfP6IdVUxaRkw=mo,Apk nya jelek bgt sumpah.. tiba² logout sendiri ga bisa akses lagi.. udh ganti pw tapi tetep tidak terdaftar.. udh segala cara tetep aja ga bisa.. aneh bgt sihh.. tolonglah perbaikin kali apknya.. jelek bgt sumpah... udh diupdate bukannya bagus malah makin ngadi²..,2,2,6.5.4,2024-05-28 08:13:14,"Hai kak, silakan untuk login pastikan menggunakan email atau no telp yang sesuai dengan yang sebelumnya, Jika memerlukan bantuan silahkan hubungi CC 121 atau Customer Service di Stasiun terdekat, terima kasih.",2024-05-28 08:32:57,6.5.4
b1fbf9f3-1bbc-4326-822d-a1fba0da2421,lukman hakim,https://play-lh.googleusercontent.com/a-/ALV-UjU6jxTFlRtyst4Y5XxSX1YYvJKLrGQMse734_IbnDGTOFWsWAp4aw,"Lebih suka versi lama, versi yg baru mlh ruwet...versi lama, booking tiket ekonomi bisa pilih kursi, sekarang diset otomatis..udh nungguin jam 12 malam utk booking, eh trnyata ada keterangan belum ada jadwal, gmn seh...yg bener aja, rugi donk!",2,84,6.4.1,2024-04-05 04:41:56,,,6.4.1
64b0fa90-bbc5-4866-8ce7-f67173a69687,puspita antaria,https://play-lh.googleusercontent.com/a-/ALV-UjUDDIeT7g-lU20bg2aqD7Y8Da56N770uO-BwrMvl2R6jiL6IQ-z,"Aplikasinya aneh skrg ! tiap mau liat harga go show , tapi harga ga berubah berubah ke harga promo . padahal sudh 2 jam sebelum keberangkatan . Nantik 1 jam sebelum keberangkatan sudah hilang dari aplikasi . Maunya apa coba . Padahal dulu ga begini lho !",1,22,6.5.4,2024-05-28 22:32:43,,,6.5.4
97960ddc-e9cb-460e-97a3-df62bc70f3d1,dev fantasi,https://play-lh.googleusercontent.com/a-/ALV-UjVQpv_zPqJBazv8QvWg6qBRXZAvHfvyUeV3PUijhTpmyKMzqb4,"Awalnya download aplikasi ini tuh sebel banget ya karena ribet. Harus upgrade basic lah. Udah gt gak bisa, coba beberapa kali tetep gak bisa. Tapi setelah coba komplain lewat email. Alhamdulillah banget udah bisa. Meskipun gak fast respon tapi setidaknya tetap di bantu. Balasnya di email ada jarak 1 jam an lah. Untung nya saat tidak terburu"" , jadi nunggu pun gak masalah. Buat kalian yang kesulitan menggunakan aplikasi ini. Kalian bisa buka instagram nya KAI121 yang udah centang biru.",4,3,6.5.4,2024-05-28 09:26:57,,,6.5.4
eb0ee435-1ae1-4652-8ad9-386527f30ac3,Kusnawan Rendyanto,https://play-lh.googleusercontent.com/a/ACg8ocK8J79NLVjGSqnUPYq1s9LcEBKmC6k2aHQpuVWjfRwu2lZiJA=mo,"Dulu berguna, sekarang tidak bisa dipakai lagi. Sudah sepantasnya ratting rendah... Karena top up saldo ditipu oleh aplikasi, tanpa ada pemberitahuan main potong aja. Tidak seperti aplikasi lain kalau top up diinformasikan biaya admin nya.",1,4,6.5.4,2024-05-26 08:13:55,,,6.5.4
f8e4d87e-873b-4f4d-a4d3-b04b16477751,Devan Frisky Vizal Finanta,https://play-lh.googleusercontent.com/a-/ALV-UjW0Uw5tVK1bdktZ7CM3kfExru9ZLa0vs0vpQpnUTvbt2kQjKIv5,"Halo min, ini kenapa sering error ada tulisan ""Cannot booking more than 15 bookings a day"", padahal saya belum memesan tiket sama sekali di hari itu. Apabila error keseluruhan harusnya tiket di tanggal itu belum ada yang bisa terbeli, tapi banyak tiket juga yang sudah habis. Terimakasih banyak, mohon responnya 🙏🏻",3,1,6.5.5,2024-06-07 00:33:23,"Hi kak, mohon maaf atas kendalanya. Pastikan sudah menggunakan jaringan yang stabil dan aplikasi versi terbaru. Jika masalah masih berlanjut, silakan buka menu pengaturan di perangkat Anda, cari ""Access by Kai,"" dan kemudian hapus data. Terima kasih.",2024-06-07 02:36:12,6.5.5
bbe38b32-b550-47d6-9732-55de7c500621,Henif Daru Utami,https://play-lh.googleusercontent.com/a-/ALV-UjWr-YWQ58ChmIgvTtslWBXnmHcfSe729Bhns7QL5RAQTJVbQbjV,"Kenapa setelah diupdate malah banyak kendalanya? Tolong dong KAI bisa diperbaiki lagi aplikasinya, mau pilih kursi lemotnya minta ampun, kemarin mau bayar eh QRIS nya gak muncul, sangat menghambat sekali dalam hal pemesanan untuk customer KAI. Jujur malah lebih bagus dan simpel aplikasi yang dulu.",3,13,6.5.2,2024-05-16 20:32:16,,,6.5.2
0ce75b3f-e06a-4013-a86c-906590f2579d,latifah fauziah,https://play-lh.googleusercontent.com/a-/ALV-UjWNG5AUWKVMjMn1CaDXOb1LrnxMSFGsImQZLoHZ_bRh02Gb4Qw,"Kecewa sih, udah top up saldo lewat mbanking, saldo udah kepotong dan status berhasil dari mbanking nya tapi ngga ada saldo yg masuk k aplikasi, hilang entah kmna, aplikasi sering error, tidak ada refund atau notifikasi apapun dri aplikasi nya, ga gagal atau gmna, parahh sih, untung top up nya ngga besar, 30 k tpi kan lumayan bisa beli 4tiket lokal, sering bnget pubg, error",1,87,6.4.1,2024-05-12 08:10:09,,,6.4.1
